Id,Category
56ddde6b9a695914005b9628,0
56ddde6b9a695914005b9629,1
56ddde6b9a695914005b962a,0
56ddde6b9a695914005b962b,1
56ddde6b9a695914005b962c,0
5ad39d53604f3c001a3fe8d1,1
5ad39d53604f3c001a3fe8d2,1
5ad39d53604f3c001a3fe8d3,1
5ad39d53604f3c001a3fe8d4,0
56dddf4066d3e219004dad5f,1
56dddf4066d3e219004dad60,1
56dddf4066d3e219004dad61,1
5ad3a266604f3c001a3fea27,0
5ad3a266604f3c001a3fea28,1
5ad3a266604f3c001a3fea29,0
5ad3a266604f3c001a3fea2a,0
5ad3a266604f3c001a3fea2b,0
56dde0379a695914005b9636,1
56dde0379a695914005b9637,1
5ad3ab70604f3c001a3feb89,1
5ad3ab70604f3c001a3feb8a,1
56dde0ba66d3e219004dad75,1
56dde0ba66d3e219004dad76,1
56dde0ba66d3e219004dad77,1
5ad3ad61604f3c001a3fec0d,1
5ad3ad61604f3c001a3fec0e,1
5ad3ad61604f3c001a3fec0f,1
5ad3ad61604f3c001a3fec10,1
56dde1d966d3e219004dad8d,0
5ad3ae14604f3c001a3fec39,0
5ad3ae14604f3c001a3fec3a,0
56dde27d9a695914005b9651,1
56dde27d9a695914005b9652,0
5ad3af11604f3c001a3fec63,1
5ad3af11604f3c001a3fec64,1
5ad3af11604f3c001a3fec65,1
56dde2fa66d3e219004dad9b,0
5ad3c626604f3c001a3ff011,1
5ad3c626604f3c001a3ff012,0
5ad3c626604f3c001a3ff013,1
56de0f6a4396321400ee257f,1
5ad3dbc6604f3c001a3ff3e9,1
5ad3dbc6604f3c001a3ff3ea,1
5ad3dbc6604f3c001a3ff3eb,1
5ad3dbc6604f3c001a3ff3ec,0
56de0ffd4396321400ee258d,1
56de0ffd4396321400ee258e,0
56de0ffd4396321400ee258f,0
5ad3de8b604f3c001a3ff467,1
5ad3de8b604f3c001a3ff468,1
5ad3de8b604f3c001a3ff469,0
5ad3de8b604f3c001a3ff46a,0
56de10b44396321400ee2593,1
56de10b44396321400ee2594,0
56de10b44396321400ee2595,0
5ad3e96b604f3c001a3ff689,1
5ad3e96b604f3c001a3ff68a,0
5ad3e96b604f3c001a3ff68b,1
5ad3e96b604f3c001a3ff68c,0
56de11154396321400ee25aa,1
5ad3ea79604f3c001a3ff6e9,1
5ad3ea79604f3c001a3ff6ea,1
5ad3ea79604f3c001a3ff6eb,1
56de148dcffd8e1900b4b5bc,1
56de148dcffd8e1900b4b5bd,1
56de148dcffd8e1900b4b5be,0
5ad3ed26604f3c001a3ff799,1
5ad3ed26604f3c001a3ff79a,0
5ad3ed26604f3c001a3ff79b,1
5ad3ed26604f3c001a3ff79c,0
56de15104396321400ee25b7,1
56de15104396321400ee25b8,0
56de15104396321400ee25b9,0
5ad3ee2d604f3c001a3ff7e1,1
5ad3ee2d604f3c001a3ff7e2,0
5ad3ee2d604f3c001a3ff7e3,0
56de1563cffd8e1900b4b5c2,1
56de1563cffd8e1900b4b5c3,1
56de1563cffd8e1900b4b5c4,0
5ad3f028604f3c001a3ff823,0
5ad3f028604f3c001a3ff824,0
5ad3f028604f3c001a3ff825,1
56de15dbcffd8e1900b4b5c8,1
56de15dbcffd8e1900b4b5c9,0
56de15dbcffd8e1900b4b5ca,0
56de15dbcffd8e1900b4b5cb,0
5ad3f187604f3c001a3ff86f,1
5ad3f187604f3c001a3ff870,0
5ad3f187604f3c001a3ff871,0
56de1645cffd8e1900b4b5d0,0
56de1645cffd8e1900b4b5d1,1
56de1645cffd8e1900b4b5d2,0
5ad3f350604f3c001a3ff8ef,1
5ad3f350604f3c001a3ff8f0,0
5ad3f350604f3c001a3ff8f1,1
56de16ca4396321400ee25c5,0
56de16ca4396321400ee25c6,0
56de16ca4396321400ee25c7,1
56de16ca4396321400ee25c8,1
5ad3f4b1604f3c001a3ff951,1
5ad3f4b1604f3c001a3ff952,0
5ad3f4b1604f3c001a3ff953,1
5ad3f4b1604f3c001a3ff954,1
56de1728cffd8e1900b4b5d7,0
5ad3f5b0604f3c001a3ff9ab,1
5ad3f5b0604f3c001a3ff9ac,1
5ad3f5b0604f3c001a3ff9ad,0
56de179dcffd8e1900b4b5da,0
56de179dcffd8e1900b4b5db,0
56de179dcffd8e1900b4b5dc,0
5ad3f6f5604f3c001a3ffa09,0
5ad3f6f5604f3c001a3ffa0a,1
5ad3f6f5604f3c001a3ffa0b,0
56de17f9cffd8e1900b4b5e0,0
56de17f9cffd8e1900b4b5e1,0
56de17f9cffd8e1900b4b5e2,0
56de17f9cffd8e1900b4b5e3,1
5ad3f7ac604f3c001a3ffa3b,1
5ad3f7ac604f3c001a3ffa3c,1
5ad3f7ac604f3c001a3ffa3d,0
56de3cd0cffd8e1900b4b6be,1
56de3cd0cffd8e1900b4b6bf,0
5ad3f8d2604f3c001a3ffa8d,1
5ad3f8d2604f3c001a3ffa8e,1
56de3d594396321400ee26ca,0
56de3d594396321400ee26cb,1
56de3d594396321400ee26cc,0
5ad3fb01604f3c001a3ffb35,1
5ad3fb01604f3c001a3ffb36,1
56de3dbacffd8e1900b4b6d2,0
5ad3fb6e604f3c001a3ffb5f,0
5ad3fb6e604f3c001a3ffb60,0
56de3e414396321400ee26d8,1
56de3e414396321400ee26d9,1
5ad3fc41604f3c001a3ffb8f,1
5ad3fc41604f3c001a3ffb90,0
5ad3fc41604f3c001a3ffb91,1
5ad3fc41604f3c001a3ffb92,0
56de3ebc4396321400ee26e6,1
56de3ebc4396321400ee26e7,0
56de3ebc4396321400ee26e8,0
5ad4017a604f3c001a3ffd1f,0
5ad4017a604f3c001a3ffd20,0
56de3efccffd8e1900b4b6fe,0
5ad401f2604f3c001a3ffd41,1
5ad401f2604f3c001a3ffd42,1
56de3f784396321400ee26fa,0
56de3f784396321400ee26fb,0
56de3f784396321400ee26fc,0
56de3f784396321400ee26fd,0
5ad40280604f3c001a3ffd57,1
5ad40280604f3c001a3ffd58,0
5ad40280604f3c001a3ffd59,0
56de40da4396321400ee2708,0
56de40da4396321400ee2709,0
56de40da4396321400ee270a,0
5ad404a6604f3c001a3ffde1,0
5ad404a6604f3c001a3ffde2,1
5ad404a6604f3c001a3ffde3,0
56de49564396321400ee277a,1
5ad40419604f3c001a3ffdb7,1
5ad40419604f3c001a3ffdb8,1
56de49a8cffd8e1900b4b7a7,1
56de49a8cffd8e1900b4b7a8,0
56de49a8cffd8e1900b4b7a9,1
5ad403c1604f3c001a3ffd97,1
5ad403c1604f3c001a3ffd98,1
56de4a474396321400ee2786,1
56de4a474396321400ee2787,1
5ad40358604f3c001a3ffd7d,1
5ad40358604f3c001a3ffd7e,0
5ad40358604f3c001a3ffd7f,1
56de4a89cffd8e1900b4b7bd,1
56de4a89cffd8e1900b4b7be,0
5ad402ce604f3c001a3ffd67,0
56de4b074396321400ee2793,0
56de4b074396321400ee2794,0
56de4b074396321400ee2795,0
5ad400b0604f3c001a3ffcdf,1
5ad400b0604f3c001a3ffce0,0
5ad400b0604f3c001a3ffce1,1
56de4b5c4396321400ee2799,1
56de4b5c4396321400ee279a,0
5ad3ffd7604f3c001a3ffca7,1
5ad3ffd7604f3c001a3ffca8,1
5ad3ffd7604f3c001a3ffca9,1
5ad3ffd7604f3c001a3ffcaa,1
56de4bb84396321400ee27a2,1
5ad3ff1b604f3c001a3ffc73,1
5ad3ff1b604f3c001a3ffc74,1
56de4c324396321400ee27ab,1
56de4c324396321400ee27ac,0
56de4c324396321400ee27ad,1
5ad3fe91604f3c001a3ffc47,1
5ad3fe91604f3c001a3ffc48,1
56de51244396321400ee27ef,0
5ad3fe0d604f3c001a3ffc1b,0
5ad3fe0d604f3c001a3ffc1c,0
5ad3fe0d604f3c001a3ffc1d,1
56de51c64396321400ee27f7,1
56de51c64396321400ee27f8,1
5ad3fd68604f3c001a3ffbe7,0
5ad3fd68604f3c001a3ffbe8,0
56de52614396321400ee27fb,1
56de52614396321400ee27fc,1
56de52614396321400ee27fd,1
56de52614396321400ee27fe,1
5ad3fccf604f3c001a3ffbb5,0
56e16182e3433e1400422e28,1
56e16182e3433e1400422e29,0
56e16182e3433e1400422e2a,1
5ad5316b5b96ef001a10ab72,1
5ad5316b5b96ef001a10ab73,1
5ad5316b5b96ef001a10ab74,1
5ad5316b5b96ef001a10ab75,1
5ad5316b5b96ef001a10ab76,1
56e16839cd28a01900c67887,1
56e16839cd28a01900c67888,1
56e16839cd28a01900c67889,0
56e16839cd28a01900c6788a,1
56e16839cd28a01900c6788b,1
5ad532575b96ef001a10ab7c,0
5ad532575b96ef001a10ab7d,1
5ad532575b96ef001a10ab7e,0
5ad532575b96ef001a10ab7f,1
5ad532575b96ef001a10ab80,1
56e17644e3433e1400422f40,1
56e17644e3433e1400422f41,0
56e17644e3433e1400422f42,1
56e17644e3433e1400422f43,0
5ad5344b5b96ef001a10ab86,1
5ad5344b5b96ef001a10ab87,1
5ad5344b5b96ef001a10ab88,1
5ad5344b5b96ef001a10ab89,1
5ad5344b5b96ef001a10ab8a,1
56e17a7ccd28a01900c679a1,1
56e17a7ccd28a01900c679a2,1
56e17a7ccd28a01900c679a3,1
56e17a7ccd28a01900c679a4,0
56e17a7ccd28a01900c679a5,1
5ad5364c5b96ef001a10ab90,1
5ad5364c5b96ef001a10ab91,1
5ad5364c5b96ef001a10ab92,1
5ad5364c5b96ef001a10ab93,1
5ad5364c5b96ef001a10ab94,1
56e17e6ee3433e1400422f7f,1
56e17e6ee3433e1400422f80,1
56e17e6ee3433e1400422f81,0
5ad537a15b96ef001a10ab9a,1
5ad537a15b96ef001a10ab9b,1
5ad537a15b96ef001a10ab9c,1
5ad537a15b96ef001a10ab9d,0
56e181d9e3433e1400422fa0,1
56e181d9e3433e1400422fa1,0
56e181d9e3433e1400422fa2,0
56e181d9e3433e1400422fa3,0
56e181d9e3433e1400422fa4,1
5ad5391e5b96ef001a10aba2,1
5ad5391e5b96ef001a10aba3,0
5ad5391e5b96ef001a10aba4,0
5ad5391e5b96ef001a10aba5,1
5ad5391e5b96ef001a10aba6,1
56e190bce3433e1400422fc8,1
56e190bce3433e1400422fc9,0
56e190bce3433e1400422fca,0
56e190bce3433e1400422fcb,1
56e190bce3433e1400422fcc,0
5ad53b9d5b96ef001a10abc8,1
5ad53b9d5b96ef001a10abc9,1
5ad53b9d5b96ef001a10abca,1
5ad53b9d5b96ef001a10abcb,0
5ad53b9d5b96ef001a10abcc,0
56e19557e3433e1400422fee,1
56e19557e3433e1400422ff0,1
56e19557e3433e1400422ff1,1
5ad53d705b96ef001a10abd2,1
5ad53d705b96ef001a10abd3,1
5ad53d705b96ef001a10abd4,1
5ad53d705b96ef001a10abd5,1
56e19724cd28a01900c679f6,1
56e19724cd28a01900c679f7,1
56e19724cd28a01900c679f8,1
56e19724cd28a01900c679f9,1
56e19724cd28a01900c679fa,1
5ad53e615b96ef001a10abda,1
5ad53e615b96ef001a10abdb,1
5ad53e615b96ef001a10abdc,1
5ad53e615b96ef001a10abdd,0
5ad53e615b96ef001a10abde,1
56e1a0dccd28a01900c67a2e,1
56e1a0dccd28a01900c67a2f,0
5ad53f815b96ef001a10abe4,1
5ad53f815b96ef001a10abe5,0
5ad53f815b96ef001a10abe6,1
56e1a38de3433e140042305c,0
56e1a38de3433e140042305d,1
56e1a38de3433e140042305e,1
56e1a38de3433e140042305f,1
56e1a38de3433e1400423060,0
5ad541ad5b96ef001a10abea,1
5ad541ad5b96ef001a10abeb,1
5ad541ad5b96ef001a10abec,1
5ad541ad5b96ef001a10abed,1
5ad541ad5b96ef001a10abee,1
56e1a564cd28a01900c67a48,1
56e1a564cd28a01900c67a49,1
56e1a564cd28a01900c67a4a,1
56e1a564cd28a01900c67a4b,1
56e1a564cd28a01900c67a4c,0
5ad542db5b96ef001a10abf4,1
5ad542db5b96ef001a10abf5,0
5ad542db5b96ef001a10abf6,0
5ad542db5b96ef001a10abf7,1
5ad542db5b96ef001a10abf8,0
56e1aba0e3433e1400423094,1
56e1aba0e3433e1400423095,1
56e1aba0e3433e1400423097,1
56e1aba0e3433e1400423098,1
5ad543c05b96ef001a10abfe,1
5ad543c05b96ef001a10abff,1
5ad543c05b96ef001a10ac00,1
5ad543c05b96ef001a10ac01,1
56e1aff7cd28a01900c67a68,1
56e1aff7cd28a01900c67a69,1
56e1aff7cd28a01900c67a6a,1
56e1aff7cd28a01900c67a6b,1
56e1aff7cd28a01900c67a6c,0
5ad546c75b96ef001a10ac0e,1
5ad546c75b96ef001a10ac0f,1
5ad546c75b96ef001a10ac10,1
5ad546c75b96ef001a10ac11,1
5ad546c75b96ef001a10ac12,1
56e1b00ce3433e140042309e,1
56e1b00ce3433e140042309f,0
56e1b00ce3433e14004230a1,1
5ad545545b96ef001a10ac06,1
5ad545545b96ef001a10ac07,0
5ad545545b96ef001a10ac08,1
5ad545545b96ef001a10ac09,1
56e1b169cd28a01900c67a72,1
56e1b169cd28a01900c67a73,0
56e1b169cd28a01900c67a74,0
56e1b169cd28a01900c67a75,0
5ad547945b96ef001a10ac18,1
5ad547945b96ef001a10ac19,0
5ad547945b96ef001a10ac1a,0
5ad547945b96ef001a10ac1b,1
56e1b355e3433e14004230b0,0
56e1b355e3433e14004230b1,0
56e1b355e3433e14004230b2,1
56e1b355e3433e14004230b3,1
5ad5489b5b96ef001a10ac2a,1
5ad5489b5b96ef001a10ac2b,1
5ad5489b5b96ef001a10ac2c,1
5ad5489b5b96ef001a10ac2d,1
5ad5489b5b96ef001a10ac2e,1
56e1b62ecd28a01900c67aa3,1
56e1b62ecd28a01900c67aa4,1
56e1b62ecd28a01900c67aa5,1
56e1b62ecd28a01900c67aa6,1
5ad54a375b96ef001a10ac48,1
5ad54a375b96ef001a10ac49,1
5ad54a375b96ef001a10ac4a,1
5ad54a375b96ef001a10ac4b,1
5ad54a375b96ef001a10ac4c,1
56e1b754cd28a01900c67abc,0
56e1b754cd28a01900c67abd,0
56e1b754cd28a01900c67abe,0
56e1b754cd28a01900c67abf,0
56e1b754cd28a01900c67ac0,0
5ad54b035b96ef001a10ac52,1
5ad54b035b96ef001a10ac53,1
5ad54b035b96ef001a10ac54,1
5ad54b035b96ef001a10ac55,1
5ad54b035b96ef001a10ac56,0
56e1b8f3e3433e14004230e6,0
56e1b8f3e3433e14004230e7,0
56e1b8f3e3433e14004230e8,0
56e1b8f3e3433e14004230e9,0
5ad54c2f5b96ef001a10ac5c,0
5ad54c2f5b96ef001a10ac5d,1
5ad54c2f5b96ef001a10ac5e,0
5ad54c2f5b96ef001a10ac5f,0
56e1ba41cd28a01900c67ae0,0
56e1ba41cd28a01900c67ae1,0
56e1ba41cd28a01900c67ae2,0
5ad54d625b96ef001a10ac64,1
5ad54d625b96ef001a10ac65,1
5ad54d625b96ef001a10ac66,0
5ad54d625b96ef001a10ac67,0
